{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,32,13,21,3,31},{41,28,26,39,16,8,37},{17,24,27,48,11,40,1},{33,14,38,18,4,45,0}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,32,13,21,3,31},{41,28,26,39,16,8,37},{17,24,27,48,11,40,0},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,32,13,21,3,31},{41,28,26,39,16,8,37},{17,24,27,48,11,0,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,32,13,21,3,31},{41,28,26,39,16,8,37},{17,24,27,48,0,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,32,13,21,3,31},{41,28,26,39,16,8,37},{17,24,27,0,48,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,32,13,21,3,31},{41,28,26,0,16,8,37},{17,24,27,39,48,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,32,13,21,3,31},{41,28,26,16,0,8,37},{17,24,27,39,48,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,32,13,0,3,31},{41,28,26,16,21,8,37},{17,24,27,39,48,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,32,0,13,3,31},{41,28,26,16,21,8,37},{17,24,27,39,48,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,46,0,32,13,3,31},{41,28,26,16,21,8,37},{17,24,27,39,48,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,0,46,32,13,3,31},{41,28,26,16,21,8,37},{17,24,27,39,48,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,0,26,16,21,8,37},{17,24,27,39,48,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,0,27,39,48,11,40},{33,14,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,48,11,40},{33,0,38,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,48,11,40},{33,38,0,18,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,48,11,40},{33,38,18,0,4,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,48,11,40},{33,38,18,4,0,45,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,48,11,40},{33,38,18,4,45,0,1}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,48,11,40},{33,38,18,4,45,1,0}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,48,11,0},{33,38,18,4,45,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,48,0,11},{33,38,18,4,45,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,0,48,11},{33,38,18,4,45,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,0,39,48,11},{33,38,18,4,45,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,0,48,11},{33,38,18,4,45,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,45,48,11},{33,38,18,4,0,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,45,48,11},{33,38,18,0,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,45,48,11},{33,38,0,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,14,27,39,45,48,11},{33,0,38,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,0,27,39,45,48,11},{33,14,38,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,27,0,39,45,48,11},{33,14,38,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,27,38,39,45,48,11},{33,14,0,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,27,38,39,45,48,11},{33,0,14,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{17,27,38,39,45,48,11},{0,33,14,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{0,27,38,39,45,48,11},{17,33,14,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,24,26,16,21,8,37},{27,0,38,39,45,48,11},{17,33,14,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,0,26,16,21,8,37},{27,24,38,39,45,48,11},{17,33,14,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,26,0,16,21,8,37},{27,24,38,39,45,48,11},{17,33,14,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,26,16,0,21,8,37},{27,24,38,39,45,48,11},{17,33,14,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,26,16,21,0,8,37},{27,24,38,39,45,48,11},{17,33,14,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,26,16,21,45,8,37},{27,24,38,39,0,48,11},{17,33,14,18,4,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,26,16,21,45,8,37},{27,24,38,39,4,48,11},{17,33,14,18,0,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,26,16,21,45,8,37},{27,24,38,39,4,48,11},{17,33,14,0,18,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,26,16,21,45,8,37},{27,24,38,39,4,48,11},{17,33,0,14,18,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,26,16,21,45,8,37},{27,24,38,39,4,48,11},{17,0,33,14,18,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,26,16,21,45,8,37},{27,0,38,39,4,48,11},{17,24,33,14,18,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,0,16,21,45,8,37},{27,26,38,39,4,48,11},{17,24,33,14,18,1,40}}
{{43,29,12,36,9,34,30},{7,35,15,2,19,42,23},{22,20,44,5,25,10,47},{6,28,46,32,13,3,31},{41,0,16,21,45,8,37},{27,26,38,39,4,48,11},{17,24,33,14,18,1,40}}
